Negative Sentiment,Ratings
"
Though the central performance is impressively raw Farming’s uncompromising bleakness drowns out the fascinating story, making it a far tougher watch than it needs to be",4
"Had potential, but fails to draw you in
STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday Morning

In the 1960s and 70s, poor Nigerian families would loan their children to British couples while they went away to try and attain a better life. Ingrid (Kate Beckinsale) and her husband are one such couple, taking in Enitan (Damson Idris), from Femi (Adewale Akinnuoye-Agbaje) and his wife, who struggles to blend in. As a young man in the early 1980s, he has difficulty coming to terms with his own identity, and after a run in with Levi (John Dagleish) and his gang of skinheads, descends into a downward spiral of destruction that threatens to rip everything apart.

With the rise of racist ideology rising back up in society at the moment, what could now be seen as a period piece in the shape of the early 1980s, serves as a fitting template to set a story, at a time when it was a lot more blatant and uncensored. Adewale Akinnuoye-Agbaje, a rising star after last year's Dark Money (despite having an unpronounceable name!), here showcases his writing and directing debut, as well as providing an integral supporting role, in a tale he probably had some first hand experience of.

It's a startling practice, that I like probably many others, wasn't aware went on, and it certainly provides riveting potential for some powerful drama. Lead star Idris has an effective presence, and delivers a strong performance, with some reliable, sturdy support from the likes of Beckinsale, Dagleish, and of course Agbaje himself. And there's some suitably unsettling depictions of racist violence that get under your skin. Sadly, it's all executed in a completely uninvolving and ineffective manner, never getting you to feel for any of these characters, or flesh them out in any meaningful way.

Agbaje obviously has a passion for film, and depicting accounts of racial aggravation/tension in his adopted home. Hopefully, this is just a little blip on the path to something greater. **",4
"There Was An Interesting Story Here - This Isn't It

In the early 1990s while dinning in an African restaurant in Los Angeles, I bumped into Adewale - he'd heard my English accent as I spoke with my West African wife and struck up a conversation. We exchanged numbers and agreed to meet up again having mentioned our mutual interest in the movie industry. He was just breaking into Hollywood and I fancied myself a screenwriter. Adewale shared the phenomenon of 'farming the children,' recounting his own experiences under that abdication of parental responsibility. Since we're both Londoners of similar age we shared stories of our youth in the late seventies. I spent that period of my life deeply immersed in the British punk rock scene, itself a hub for the skinhead and mod revivals. I have no recollection of Adewale mentioning his peculiar involvement in a gang of ultra-violent white racist skinheads during this era; perhaps shame dictated he avoid speaking of such an astonishing episode in his life.What I do know is that his movie's portrayal of nineteen-seventies white working-class English people and of the subcultures of their children is absurdly cartoonish and trite. The neo-Nazi, psycho-skin trope has been a reliable contemporary Hammer Horror-like monster which 'Farmed' disappointingly enjoins. It's unfortunate since this era's youth is redolent with story lines worth telling - and worth telling accurately. The working-class English who lived during that time are a kaleidoscope of characters and attitudes worthy of honest examination as are their interactions with immigrants and their English-born children. To portray them as generally bigoted, oafish, humourless and hyper-aggressive is to indulge a stereotype no less insulting than the black pimp or the inscrutable Asian. Nigerian farmed children have unique and lamentable stories, but for me this film failed to capture the emotional complexity and profundity of the arrangement due to heavy-handed poetic license of the writer/director.",4
"A Hollywood Deception

Wally Badger, aka Adewale Akinnuoye-Agbaje, is misleading his intended audience with a view to making a profit. Unbeknown to him, because he failed to do proper research, the Skinhead gang he claims to of belonged to, have been written about many times online and in print. The BBC even recorded a documentary detailing some of their activities. The evidence that suggests his story is pure fantasy, will be damaging to him to say the least.",4
"Had so much potential be better

There was a real story there but wasn't written/executed as well as it could have. Pacing felt rushed. Viewer couldn't connect/sympathise with characters.",4
"Impressive but not so Captivating nor Thrilling

2010's much talked about movie Ijé: The Journey was released on DVD a few days ago so i decided to check it out and see what the hype was all about- You're about to read my review. Nigerian movies have come a long way from the ""microwave era"" when movies were made within a 1wk or so (not that it's not still happening) and Ijé is proof that something good can come out of a well put together script.

Ijé: The Journey stars two of Nigeria's heavy weights in the movie industry Omotola Jalade-Ekeinde and Genevieve Nnaji as the lead characters and it co-stars a number of foreign actors who managed to spice up the movie.

The movie tells the story of two sisters Anya (Omotola Jalade- Ekeinde) and Chioma (Genevieve Nnaji) who have an unbreakable bond of loyalty and the power of the human spirit which ultimately gets tested over the course of the movie.

When Anya, the eldest of the two, vows to chase her dreams of glamour in the Hollywood Hills, her younger sister, Chioma—warns her of the dark side of the American Dream. Now, years later, and in a world away from the life she knew, Anya is charged with the murder of three men, one of them her powerful husband. Chioma travels to her sister's side to battle not only a flawed justice system with the aid of a young and disillusioned attorney, but the very notion of ""truth"" as the cultural values of two worlds collide.

Samuel Tilsen and Chineze Anyaene who are credited as the writers of this movie could have did a good job mashing different elements of drama flicks centered around a murder and trial while. The movie could have been 20mins or more shorter if a number of scenes had not be stretched or had been completely omitted but at the end of the day it all came down to what Chineze Anyaene the director wanted.

There were times when watching the movie was a lot like watching one of those Televista series like ""When You Were Mine"" which i don't say in a good way and the sound in the background was little too much as i would have preferred if not every scene had some sort of music playing in the background and thus give the pictures life of their own. Still on music, Asa crooning her hit track ""Awe"" as the opening soundtrack was alright initially but then it started dragging on and was used a second time in the movie (i hope she got paid) making it tiring.

For my second Nigerian movie in 2012, it sure was better than Mr and Mrs (Joseph Benjamin & Nse Ikpe Etim) where they kept zooming in on the actors and objects in the room in almost all the scenes making you wonder if you were watching an interview put together by an amateur instead of a movie expected to be enjoyed. The scenes in Ijé flowed properly and for someone not looking to analyze every single scene it came out commendable.

I decided to go in on the actors in the movie as the last part of my review as i was expecting more from the ""Nollywood Heavyweights"" Omotola & Genevieve but instead their acting wasn't so impressive but worth praising when compared to Ulrich Que's acting in the movie. Ulrich played the lawyer (Jalen Turner) in the movie and i have to say his acting was laughable (hopefully they didn't pay him much for the movie). Not all the actors were unconvincing in their roles and one of those that managed to deliver was the inmate ""Libby"" played by Diana Yekinni.

While Ijé: The Journey (with a budget of about $2.5 million) isn't your everyday Nollywood film and had a good story-line, i certainly won't be watching this one a second time as the movie wasn't captivating nor was it thrilling and i could easily leave my seat with the movie playing and not ask ""What did i miss?"" the moment i returned.",4
"
A grimly interesting story that is sadly reduced to a cliched, tedious movie.",4
"The historical context is more intriguing than the specifics of this harrowing and provocative story, which lacks sufficient character depth and narrative texture.",4
"Dishearteningly, Enitan's transition from lost soul to a scholar and now an artist gets shoved into the final minutes left over after all the bleakness. Akinnuoye-Agbaje's admirable life story gets reduced to its most sensational chapter.",4
"Adewale Akinnuoye-Agbaje, who writes, directs and experienced such 'farming' first-hand, delivers a searing account of the racism these youngsters encountered, before getting horribly bogged down in an over-extended skinhead drama…",4
"The writer and director, Adewale Akinnuoye-Agbaje, is drawing on his life here, and his account of the hero's agonies is commendably intense, but its lack of subtlety blunts the film's force.",4
Enitan's trauma is revelled in but for what? Few new truths are learned here.,4
"[Adewale] Akinnuoye-Agbaje's slightly numbed screenplay never gets to grips with who Eni is, resorting instead to using other characters' observations to define him.",4
"Though the central performance is impressively raw Farming's uncompromising bleakness drowns out the fascinating story, making it a far tougher watch than it needs to be.",4
A visceral exploration of identity and tribalism. Farming is emotionally powerful; a well made and unflinching look at the people who are lost in the madness of crowds.,4
"
Equally powerful and uncomfortable, Farming is a stark reminder of the dangerous lengths that self-loathing can lead to.",4
"It's a hell of a story, but left me feeling that Akinnuoye-Agbaje - who also appears as his own father, and performs roughly half of the songs on the soundtrack - was perhaps too close to the subject to tell it with the clarity it demands.",4
"Another good potential ruined by bad writing

If you don't have a good script to start with, don't make the movie.

This is a historic drama. As one watches, the potential for the story is there. Some people will claim this has bad acting, but remember where this is filmed and don't expect Hollywood mannerisms from that part of the world. The acting is true to that culture.

The writing and story though... that was pretty poor, as was the directing and choreography. Fake fighting, punches being visibly pulled, swords slowly and barely connecting, the ""sword to the side"" trope, etc. Not that I care to see realistic battles, but there are non-gory ways to present battles that aren't obviously fake.

Some of the story is presented well. The pain and suffering of slavery. The subterfuge of betrayals. But surprisingly, the main character herself is about as two-dimensional as they come. The King was a more interesting presentation. It seems a great deal was left out of the story, but it's hard to tell what since I haven't studied that part of history. Basically, the story just falls flat with a really lazy ending.

I'm being generous in giving it 4 stars... and I do that mainly because of the unusual setting and the fact that it was moderately interesting all the way through. But when it comes to the end of the movie one realizes what a let-down the whole thing is. As far as a cinematic presentation and presentable story line goes, this fails to deliver.",4
"A good story ruined by a bad screenplay

This is a weird one. I can tell that it's a good story with several intrigues, but most of the scenes were terrible, and the fighting scenes in particular. The acting goes from stage actors to ""I tried my best as an amateur"".

What's surprising is the quality of the photo. Really sharp images with great color grading, and I can say the same thing about the score. I can tell that there is some budget behind the movie, with the costumes and all - the movie even got some descent enough CGI.

If a capable person would had gotten their hands on the script, and written a good screenplay, this would actually be something I would recommend to people. If a great screen play, then this would be a must watch. I had to watch the movie with the notion of what it could have been; with dreamy sequences, dramatic closeups, and voice overs telling thoughts over the scenery playing out in front of my eyes.

If you crave for a Nigerian fantasy flick, with inspiration from real events(?), then watch this one. Otherwise, just watch some Nollywood movie instead. At least you will have a laugh.",4
"Can a movie be bad, but important?

Ok, this movie wasn't a ""great."" There was a low budget feel, the acting and script were mediocre. Yet, interracial and intercultural romances, especially with non-European leads, need to be told. So, there wasn't a great love story here... you didn't fall in love with the characters because they were shallow; there were definite plot flaws (like why a character would take a certain opportunity offered at the end of the movie when it didn't correspond with previously stated goals and ideals.) The dancing was incredibly poor (serious actors take classes and study the art form to look at least passably convincing or hire a body double). But at least someone represented an intercultural love story, perhaps opened the way for discussion, understanding, curiosity, interest, between people of different backgrounds. So, I support this movie... and I'll forget about it entirely in a few days and never think of it again.",4
"Production and soundtrack ruined a good story

The story was interesting, the acting good, and the end provided sufficient closure. However, the production was awful. The picture needed to be clearer and the sound much better. At time I couldn't hear it well enough, but turning it up meant causing it to sound like screeching. All of these production problems seem to be common for Nigerian movies. The soundtrack ... definite overuse of the music (another common fault with Nigerian films), and too many long shots of nothing. For example, the camera focusing on feet walking ... at most, this should only be for a few seconds. But again, a common problem with these films. I would happily buy this movie (instead of just borrowing) if the production were more professional. No/low budget is no excuse. Technical training must be done to give these stories their due. Blood Sisters (1 & 2) was well written. Pretty much all of the dialogue was meaningful too. I mean, not a lot of wasteful or redundant words. I've seen quite a few Nigerian films, and this one is the best so far. It *moved* me. it also contained all the good elements that make a good, entertaining story. I'd give it a 10 if it weren't for the production problems and waste of film on useful footage (a car driving, a person walking, etc. ... Just too much time spent on these shots).",4
"Slow Drama

Mother of George begins with a traditional African wedding ceremony which takes place in New York City. The bride and groom are toasted with wishes for a baby boy in the near future which will be named George, in accordance with the groom's mother's wishes. After a prolonged period, the hopeful mother to be does not conceive and she attempts various methods to become pregnant. After more time passes, she visits a fertility specialist, but her husband refuses to be checked out by American doctors. Her mother in law tells her that she should allow her husband a mistress in order to have a child. This idea does not go well, nor the next one of having his brother try to father a baby with her. The movie moves slowly, and while the acting is solid throughout, and the clothing beautiful, I was bored by the time it finished.",4
"Up set
Sometimes you have to endulge or at least overlook flaws to enjoy a movie. When it is one, that is supposed to be clever and keep us guessing to where it goes (with twists and so forth), you may be more easily annoyed if it isn't coherent though, which makes perfect sense (in contrast to the movie and how certain characters act and react).

Give it a break or not. It will be a deciding factor on how you'll view the movie overall. I've seen worse but also far better movies",4
"The Set Up for flashbacks

The main reason for me watching this film was Adesua Etomi-Wellington, I've watched a few of her movies and have enjoyed them, she is (IMO) very beautiful, and a good actress, so I hoping for another enjoyable film featuring her, this movie didn't deliver on that premise, flashback after flashback, left the movie very disjointed, and gave no reason to care for any particular character, looking at Adesua was the only reason I hung around, however big UP to Netflix for featuring International films, there are really good Nigerian films to watch.",4
"Good movie, way too long. Storytelling also needs pace.

Just saw Mother of George at Sundance. Movie tells a good story, spiced with ethnical flavor, colorful dresses and way too many close ups. The actors are very good, especially Yaya Alafia. She conveys the naivety of the character and her tortuous decisions. I think that the storytelling needed some faster pace. Many side tales shown in excruciating detail detract from the main thrust. The cinematographer has overdone the close ups and fade aways out of focus. And what is it with starting scenes focusing away from the action (a foot here, a finger there) and letting the audience guess what is going on from noise alone? The best scene, when Ayodele learns the truth about his son, is one time when fading of view and sound are truly effective. Many of the other seem contrived",4
"I wanted to like this movie

But I just couldn't. Slow -moving but still predictable. Too bad.",4
"LACKED INDEPTH
teamo-797268 October 2020
LACKED INDEPTH 4/10: except this movie was based exactly on a true-life story, if no? here's my take: The movie is a typical cliche Nigerian movie. 'the characters/roles were projected with shallowness' Ehi, an undercover prostitute, seems to 'chicken out' when it's time to act her role but after the incident with sir Philips, she carried her two legs to go to Europe in a space of weeks. Really? When they just needed to burst the trafficker's activity. The movie is a kind that should give insight, spark discussions, give lessons on how to handle oneself in life/critical situations ;but just like many Nigerian movies...nothing really like that, for instance - after the situation with sir Philips and Ehi went to the hospital, they should have been able to get semen sample from ehi to indict/prosecute sir Philips ,they can even include that she lost the case or she went to women affairs and the case was taken up, but there was nothing like that , typical Nigerian movie(they don't teach people sense). The character building was poor, so no emotional attachment. This movie should be a sensitive one that should put people on edge for solid 120mins if they've put it together well enough but it's was just another 'Eeyah movie' (it's a pity) So there was not one single police dept/officer they (journalist) could work with? From the entire NPF in Lagos? In 2020? Really? So no other security agency - private/local/traditional in Lagos? Just the way nollywood won't consult with doctors while writing a script, its likely they didn't consult with the police/security Dept. Nigeria movie will show a Doctor tell a patient that their heart ,kidneys ,liver are failing and the person even need kidney transplant and that same patient/person would have the strength to jump up and be shouting 'Ewo' ,like really? Someone's systems are shutting down and the person still have so much strength. So as a journalist he couldn't even influence the NPF in 2020. That means the rest of the populace is DOOMED. So according to the movie Ehi was a novice, doesn't mean the person she was working with was too. So, her boss placed her in that type of situation without an emergency escape plan? it's like they don't even understand the in-depth of prostitution and human trafficking. Nollywood should stop feeding us breast milk instead of party jollof with moi-moi and nkwobi to step down. The rescue attempt was poor, the regular police coming at the last minute that Nollywood has been feeding us for ages, no gun battle . imagine a gun battle with the traffickers and still losing the girls or some of them. No attempt in communicating with the border in 2020? Really? I wasn't expecting a happy ending; ending was ok. 'So much to deliver yet they just blew the dust and a fair attempt to scratch the surface' . Movies should be able to balance, what is, what's not and what ought to be. Thanks.",4
"Horrendous facts...perfervid, heart wrenching story

In 2009, as a result of the persistent unresolved conflict between two religious communities Christians and Muslim in Nigeria, a jihadi group called Boko Haram started an armed rebellion against Nigerian government. The insurgents looted villages, killed innocent people in mass shootings, attacked public places with suicide bombers, abducted young men and women, raped women.... This is a factual story based on those horrid events..it is about killings, hope, and love during those dark times.. a gripping sequence of unspeakable, horrendous facts...perfervid, heart wrenching story... watch Nigerian movie in Hausa language, with English subtitles *Voiceless""..",4
"I guess it was not a comedy?!

The way the shots are made was like it is a comedy movie.

Some dialogues sound like it was a comedy.

But it is not funny in any way.

The movie was well done but I could not figure out what type of movie it wanted to be and what was the story about until I stopped watching somewhere at the middle.",4
Mildy recommended. Started well but it fizzed out as it runs too long for its own good.,4
"Very bad acting, but the movie is still entertaining.",4
Poor visuals,4
"Great story, poor acting.
",4
Production of this movie is tight but the heart is missing,4
"Slow

The acting is ok, but the script is quite poor. Good seeing Danny Glover again! I was disappointed with this movie, was hoping for more, especially with a nice change from big Hollywood! 😔",4
"God Bless, I am Prince Goronyo Baba of Nigeria with 30 Million Dollars...
...sums up the current two 10/10 reviews.

This is African amateur writer, director and editor Akinyemi Sebastian Akinropo's first ever dabble in filmmaking, and it really does show.

The ""based on a true story"" is a very good and interesting story that needed to be told, but the execution of the storytelling was awful. It's started fairly decent, but Akinropo's editing was horrible with scenes dropping in out of nowhere and cutting out too soon. I call it ""blender editing"".

The pacing was fairly decent for the length of the screenplay, but the 100 min runtime was too long for the story being told. There were tons of plot and technical issues and many irregularities with the fluidity of the screenplay. This could have easily, and should have been, trimmed down to 80-85 mins tops.

The directing wasn't that bad for a first-timer, although some scenes were really badly directed and filmed that seemed 1980's dad-on-the-camcorder quality. The acting was actually not bad at all - for amateur actors that also had no direction from Akinropo. The sound was bad, probably from the lack of boom mics. The score and cinematography were adequate and the set location and landscape was great.

Filmmakers have to start somewhere, right, but I wish Akinropo had at least ran his script by a seasoned writer for some edits, and/or and experienced editor. That could've made this film much better. You can basically fast-fwd some scenes and not miss a thing. The true story needed to be told, and I'm glad it was, but wish it was told better.",4
"Really awkward

I can't finish watching this movie. The timing is so awkward. It reminds me of a daytime soap opera. I kept yelling, ""Do something! Say something!""

Four stars because, believe it or not, I've watched much worse.",4
"A flawed first feature film, but it shows a great deal of promise",4
"Slow-moving Nigerian drama about sexual harassment, assault",4
Only in broad Nollywood comedy mode does it feel truly convincing.,4
"There's not a great deal wrong with the story, but it is presented in a too simplistic manner, especially the dialogue which often feels like it is trying to explain events to children. It's more than idealistic ending also doesn't feel genuine. Sadly there's too much soundtrack used throughout the film and it has the effect of making the movie feel thirty-year old.",4
"The movie wasn't great, a bit of overreaching of the actors (maybe over-directed?) but the context was great. The Nigerian dance and music and the issues of our protagonists round out the whole movie",4
Only in broad Nollywood comedy mode does it feel truly convincing.,4
"Slow moving, great acting and contains a few chills but the ending was unforgiving",4
"It's spooky and atmosperic with a slow-creeping dread that doesn't really pay off in the end.

",4
"Good until the end

This movie made sense up until the non-ending; full of bad advice.

Not sure at all what that was. Would love to give it more than 4 but I was truly too disappointment and bewildered to give it anything more.

Horrible mistake!",4
"This medical drama was alright. Danny Glover and the rest of the cast did a decent job in this movie. This movie based on the ebola outbreak in Nigeria was very depressing and it wasn't as great as I thought it would be. In fact, it wasn't what I was expecting either. I thought that this was going to be about doctors fighting for a cure for their patients, but instead it was the doctors and nurses fighting for their lives. That's what I didn't like about this movie. I wouldn't recommend this movie. It's not worth it.",4
"Well intentioned but amateurish attempt to move the viewer, while failing to recognize that the subject matter (a man's conversion from slaver to emancipator) itself is plenty dramatic -- just tell the story, straight, no chaser! The acting is wooden, the camera set-ups are uninspired and TV-like, and the costume and set design fairly shout ""Student film!"" Everything is too clean, the native women wear modest tops in an ecuatorial climate, and everyone looks like they just stepped out of the make-up trailer in Burbank. And the notion that the song ""Amazing Grace"" itself is a cribbing of an African melody is a flat falsehood. The instantly recognizable melody is from the 1835 song, ""New Britain,"" though the lyrics predated it by over 50 years. The way the filmmakers attempt to connect the melody to African folk music is cynical and manipulative. A great story always moves the audience. Newton's real story is far more compelling than the one told in this film. It has all the required elements of a great motion picture, but the filmmakers -- obviously spiritual amateurs themselves -- did not understand or trust the Spirit when they made this film. If they were sincere, five stars for trying. If not, zero. But the film itself? Two stars for a botched effort with no excuse available in the source material.",4
This is a soulless muddled mess that does great disservice to a great book.,4
It could've been way better.,4
This is so unbelievably boring,4
Could have been a great movie but muddles along with many scenes rushed as it cuts back and forth between the historical backdrop and the love melodramas,4
"This movie is a complete mess. The source material is amazing, Chimamanda Ngozi Adichie's book of the same name, an Orange Prize for Fiction winner among other awards. The adaptation simply did not translate well, the pace is terrible, the editing is sloppy, resulting in a overly melodramatic and contrived movie that probably could have worked as a Tv mini-series",4
almost felt like 2 different movies. The story needed tighter translation of the events happening. Thandie & Chiwetel are great as always.,4
"The sketchy storyline is overly reliant on clich, caricature and contrivance.",4
"

There are some funny touches and moments of freewheeling energy, but it is too broad, with acting and directing styles that are a little like afternoon TV.",4
"
An occasionally engaging but often hamfisted urban fable.",4
As a comedy it starts out well enough but soon gets a little (but not much) more drama-like with its storyline to the detriment of the film. Has a very inner-city urban styling.,4
"Boring movie but kind of educative

I found this movie very boring but kind of educative.",4
kinda boring and inconsistent. a lot of confusing narratives choices,4
"I really wanted to like this film. I liked most of the actors and the production quality was good, but even though it was only 1 hr 34 it seemed to drag on forever. I had to stop and start this movie a few times. I finally finished it after a couple of months.",4
"Looking at Nollywood so far, Lionheart is really a step ahead. The director also taking the lead role might look somehow, but I wasn't dissapointed at the end of the movie. Although the tension is not too high, suspense is not a thing, the obstacle could have taken more sweat and sacrifices, but yet, Lionheart is really good.",4
"The movie seemed generally flat and draggy though out. The boardroom scenes were amateur & unrealistic. I almost stopped watching, until Godswill (Nkem Owoh) appeared. Even then, it appeared the film didn't bring the best out of him, or even the rest of the cast. I'm giving 2 stars because of the production quality which is beginning to improve generally with Nigerian films, the collaboration between 2 major ethnic groups, and the attempt to dispel the myth that all members of a particular ethnic group are dodgy. Oh, and the scene at the beginning also turned out to be pointless, besides showing that the super star Genevieve can stop men from fighting.
",4
"chief Daddy 2 is an unfocused mess, which would be tolerable if it only made us laugh more often.",4
"With no modulating direction and no subtlety, this is a long, hard slog that will best be appreciated by friends and family of those in the cast and crew",4
Soppy and touristy..,4
"The subjects in Swallow would make anyone cry -- poverty, sexual harassment, drug dealing, systemic corruption -- but the movie and all the characters are flat and emotionless.",4
"Whereas, when a Yoruba movie is coming to cinema, one would expect sense & sophistication; something fresh, something unique, something remarkable. Not so here. 'Ajibade' is a typical Yoruba film with no real talent behind it",4
Serious performances are non existent in 'African Messiah'. Dialogue is a total wash. Production is laughable. And exorbitant over acting is par for the course. Kindergarten stuff.,4
"Lead actress with hair made & clipped, tumbles whilst being chased. When she stands up, her hair is in full blown afro mode. And this is not a comedy; yet there are hundreds of examples worse than this.",4
"Regardless of how flagrantly it copycats off 'Ómó Ghetto: The Saga' desperately hoping to shine like it. Unlike that one which had no ghosts to boast of, 'Ghost and The Tout Too' doesn't understand that movie-making is rooted in brain-work and not in using cinema to do ""Yahoo"", abusing stardoms to fleece fandoms. Sadly.

In 'The Ghost and The Tout Too', celebrity after celebrity lead only to leprotic performance after leprotic performance. As a haplessly brain-dead story leads to pointless scene after pointless scene, all soaked in a deluge of sterile dialogue. So much so that trying to find any mirth seeing it would be an exercise in futility.",4
"Joseph' is like a cheap telenovela made of the most boring stuff. A totally sub-brilliant offering, it tells a piecemeal story one could swear was hurriedly written by a primary school pupil for last year's Cultural Day drama presentation. And as though stealing the poor child's story wasn't low enough, ""the parents"" responsible for smuggling it into the cinema didn't care much for dotting the i's, crossing the t's and generally giving poor 'Joseph' an appearance of being well thought out. A complete waste of time and money. Jump am pass!",4
"Fix Us' is a brazenly useless movie. You pay for it: You pay for pain. Its highlights include; bad acting, shabby story-telling, horrendous make-up and an idiotic story that feels more like badly told gist than a written down story.

Admittedly, there are a few entertaining sequences sprinkled here and there (all available thanks going to Mr Bakare in particular and Mr Duncan too with the remainder). Unfortunately, all those ""here and there"" reside in the middle of a thick moat of stinking crap that will make you shake with anger. And then? There's ""Part 2""! Gaddamit!",4
"Oh! Wait. That's true: 'Kpali' has nothing. A profoundly useless movie, 'Kpali' is an empty box, literally. A ludicrous and baseless story that needed no telling, a flurry of mechanical robotic like acting performances, a terrible lack of chemistry and very obviously forced comedy are the Ninjas you will have to contend with if you near this mishap.",4
"A confirmed snooze fest, 'Kpali' is lifeless. Forceful story-telling and embarrassingly bad acting are the hallmarks of this shabby pretender - Might sound weird but; this flick is like a counterfeit of 'Isoken'. Unfortunately for it, it lacks the candour and the fluidity of that masterpiece. What 'Kpali' has is ......?",4
"Seeing 'The Ghost And The House of Truth' is like eating very well cooked white rice. Problem is; There's no soup. There's no stew. There's no meat. Not even fish head on top. Fantastic production. Solid acting. Lazy story. Equals = No Magic. No sizzles. An empty suit. The result: A dulled out audience, sleeping and snoring.",4
"While the producers of 'The Herbert Macaulay Affair' must get an ""A"" for effort, especially in terms of setting, costumes and props, they earned themselves a Mighty Big ""F"" for failing to create the Magic, the flutter and the spark great movies create in the hearts and minds of their audience.

Instead, the producers serve us a cold turkey. No sauce. No salt. Crippled by mechanical transitions, robotic acting, terrible lack of chemistry and flimsy story telling, 'The Herbert Macaulay Affair' looks good but is very hard to eat. Worst part is; the desperately annoying music that plays continuously throughout, making dialogue hard-to-hear and in many cases downright inaudible.",4
"Not recommended. Some movies are made to win awards and thrill their producers. Some movies are made to excite and please their audience. If you know that you are not in the business of ""awarding"" awards to movies, you have absolutely no business 'Farming'. Attempt to do so, and you will harvest loads of pain and regret. This movie is excruciatingly boring!

The acting is great. No doubt. The production is pristine. No doubt. But all that aside; 'Farming' is a total and complete waste of money. Forget the hype. This is just another dark British movie that makes for a solemn and laborious watch. It was not made for Nigerians. Run!",4
"Alubarika' isn't terrible as far as acting and production goes; at two and a half hours long, it makes for a frustrating cinema experience - especially if you are not a sucker for Yoruba movies by nature. And even if you are a sucker for Yoruba movies (nothing wrong with being one), you have to know that 'Alubarika' is just another run of the mill Yoruba mov",4
"The Good' is so bad, they named it ""Good"". Ensuring that: No matter what! There must be something good about 'The Good' movie. After all, nobody can say ""Good is Bad"", they must have thought. But just as Nigeria discovered recently that; even Goodluck can be bad luck, we found out this afternoon that 'The Good' is bad. Very bad.",4
"Maybe the best thing about this is that it's at least entertaining enough that you won't tear your hair out if you happen to see it. However, you will know very quickly that you've paid way more than it's worth. Because by rights, 'Father of Today' ought to be available for free on YouTube. Not showing in cinema.",4
"Once Upon A Night' is a dud. The audience didn't like it. And neither did we. Some would try excusing it, claiming it is too complicated and too masterfully storied for the ""ordinary"" viewer- Mere propaganda. Bottom line: As a movie, 'Once Upon A Night' is dastardly boring. And as horror it fails woefully.",4
"Unfortunately, we can't bear cowboy pistols, space guns, cut & sow costumes, annoyingly talentless filming and unnecessary long form remembrance ceremonies for already shown footage all buttered up with ridiculously unintelligent revelations of supposed-to-be shockers that were apparent from the beginning.

If Africa Magic Channel 157 is not your addiction, we strongly, strongly, strongly suggest you work very hard to avoid this. 'Gbarada' wasn't made for you, as it wasn't for us. Damn! This home-video hurt.",4
"If somehow, you can imagine sitting through a Nollywood attempt at a live-action re-imagination of some of Disney's greatest animated musicals; that nightmare you will see is what we suffered painfully through today seeing 'The Ten Virgins'. Terribly revolting, 'The Ten Virgins' is guaranteed to make your skin crawl and your tummy turn.  If you know anyone deserving of your punishment, just buy them a ticket.",4
"There's too little value here to be worth paying premium for. 'Thank God I Am Funny' comes in two parts. The first part runs for approximately ten minutes. In it, you get to watch Falz and company attempting to help SLK with haphazard and lackluster performances in successive skits, with their faces screaming: ""I don't want to be here!"". Consequently, they aren't half as funny as they are in skits offered on their own Instagram pages.

Part two is a gory tale of misfiring. For approximately an hour and twenty minutes, SLK will fight desperately to make you laugh, in a stand up session that feels like something in-between putting up with a talkative you don't like and listening to a friend trying to uplift your mood in a moment of sadness. Sandwiched by a desert of dead sticks, too few of the jokes offered are genuinely funny.

The producers brazenly attempt to cover-up these failures by heavily buffering the ""movie"" with elongated clips of an animated audience watching the live show. In reaction to the over dramatization, you will often find your nose sending out ""yinmu"" emojis involuntarily. Because, for all that this is, the incoming N200 DVD is your safest option. If you risk paying more; you won't leave happy.",4
" If we say 'Rant Queens' is stupid, we wouldn't be telling you the whole story. 'Rant Queens' is reckless with stupidity. It is yet another sad example of Iweka road and Ebinpejo lane ""stylishly"" invading cinemas with health hazards like 'Rant Queens', hellbent on bringing Nollywood into final disrepute and ghastly opprobrium. If you enjoy self mutilation, you may go ahead and see it. But we strongly, strongly, strongly suggest you avoid this pile of rubbish: Production. Rubbish! Acting. Rubbish! Story. Twice as useless!",4
"Just as the saying goes: ""All that glitters is not Gold"", 'The Bling Lagosians' is not Gold. We strongly recommend waiting for it to cool down at the cinemas. However, if you choose to rush it at its current ""Blockbuster"" rate of Two Thousand, Five Hundred Naira; we further recommend you don't accompany it with beverage. Buy water instead. It will help with your hissing as you are served copied scenario after copied scenario, many shamelessly stolen from other recent Nollywood movies. Disappointing. Blah!!",4
"Clustered Colours' is like cheap doughnut with plenty of nothing around a very tiny something. Unfortunately that ""tiny something"" is too tiny to be worth paying a premium to see. Maybe even too tiny to be regarded as a movie. At its heart, 'Clustered Colours' is essentially a very-short ""play"" speaking on challenges of marriage, importance of forgiveness and paramountcy of Love. Now, that is all good. The problem rises because that entire ""play"" is only twenty minutes long, yet 'Clustered Colours' runs a total of ninety minutes. What happened to the ""extra"" seventy minutes? Well...",4
