review,sentiment
"This movie deserves the award for the 1st disaster recorded in 2022. To those not familiar with Nollywood, this movie is not acceptable while those familiar with Nollywood understands this was terrible.",negative
What a waste of time! Star studded casts with no story to tell. Zero sense of direction nor any reasonable theme....too much distraction from the family theme of part one....🙄,negative
A story too fragile to convey the supposed disturbance that ruled this doomed romance.,negative
"
This movie is long and dull. Even the background music is tepid. And there's nothing that can do to save the movie.",negative
This movie was an eyesore,negative
"A nauseating soundtrack that is the singing of the title ""Ajibade"" on over & over again - sung by the lead actor, maybe for cost cutting or worse; a consequence of believing friendly lies affirming a non existent musical prowess.",negative
"Then worst of all is the story; as simplistic as a Yoruba film story could ever be it lacks, intrigue, suspense or any telltale signs of intellectual manipulation.
",negative
Absolutely Not Recommended.,negative
"Production is fine, above average. Colour is sharp. And acting isn't horrific. The problem is the complete lack of intellectual strength in the story & the story-telling. A quick example will suffice:",negative
"Not Recommended. Such a dumb movie. Hated every single solitary second of it. Horrendous rubbish!

Doesn't help that the only meaningful part comes at the very end & the soundtrack includes a nod to Great Fela Anikulapo Kuti 🇳🇬

That aside.

Ultimately, 2021's 'The Harder They Fall' is a plainly stupid movie. And it doesn't finish - Part 2 is coming. Íráánu 🤮",negative
Mofe ni Mofe' is a typical Yoruba movie made for African Magic Yoruba or even more appropriately; YouTube. It has no business in cinema.,negative
"Small Chops' is an awesomely stupid movie that is not worth paying premium for. In all fairness this movie should have been gently released on Iroko TV; definitely not in cinema. Following the now well established formula often used by counterfeit movie makers where they employ a flood of ""beloved"" comedians to mask the retardation of their movie and their own complete lack of talent, 'Small Chops' proves for all intents and purposes, to be two movies in one:",negative
Special Jollof' is yet another cold turkey from Nollywood in Diaspora. And as usual; it is highlighted by a yéyé story and a plethora of half hearted acting performances. There's nothing to see here. It's a total waste of money and time.,negative
" As far as comedy goes, 'Your Excellency' is a corpse. A freshly deceased corpse, it has only a few spasms of laughs to offer - A quip here and a giggle there, for most part however, it rendered the hall; Graveyard Silent. Its, was a story of gigantic failures; misfire after misfire, scene after scene closed to the tune of hissy echoes rather than ""LOLs"".",negative
"The Enemy I know' is an extremely lazy concoction. Everything about it is below par - even the ""police woman"" shows the back of her I.D card whilst effecting an arrest - whereas; this is 2019 and ""Aki & Paw Paw"" mistakes such as this are untenable in cinema. Ridiculous!",negative
"Social Media 101' is lazily unoriginal. This is the handiwork of an ideas pirate; someone who plagiarizes the creative ideas of others, makes them his own and seeks to profit from same. Plagiarism! That is the stuff 'Social Media 101' is made of. The producers put not an iota of creativity into making this a movie.",negative
"They just sewed together different jokes, memes and videos of little known comics that have gone viral on Nigerian social media, called it their own movie and brought it to cinema. If you are Big on social media, you will have seen many of them, many times before. And you are not likely to find them to be very funny here as the producers even fail to excel at plagiarism, leaving 'Social Media 101' plagued by bottom of the barrel acting, very boring dialogue and particularly horrible scene lighting. This is all round ridiculous!",negative
"Utterly not recommended. 'My London Slave' is complete hogwash. A total waste of money. There's no way you go in to see this and come out happy. Because, everything about this sham of a movie is calculated to irritate you. And it will. Please, don't pay for misery.",negative
"Father of Today' is just too basic to be in cinema. It's not horrible as to be completely unwatchable. It's just too basic. Literally, everything in 'Father of Today' is skin and bones, bear minimum, ground floor basic. The acting is leisurely. Production feels home made. And the story-telling is very amateurish.",negative
"Not recommended for anybody. Not even children. Very irritating movie, 'Another Father's Day' will leave you with a migraine. With terrible acting and an outstandingly imbecilic story-line, this ridiculous low grade Disney wannabe excuse of a comedy will make anyone and everyone lose interest in Nollywood forever. Such a sham. And a terrible waste, this is what comes of writing stories and producing movies with the sole intention of advertising an amusement park, but people shouldn't have to pay to watch long-form adverts. We strongly suggest you stay far away from this filth if you value your time and energy.",negative
"Made in Heaven' is a stupid movie. It is so stupid, it will irritate you to the point you will start laughing out of sheer frustration. You will grow so weary seeing it, you will suddenly find yourself feeling as though you just might be enjoying the foolishness of this foolish movie. Very ridiculous movie. Complete rubbish!",negative
"Such a shame really. We saw this earlier today, with a small audience of ladies and guys; couples and individuals alike- The irritation in the hall was uniform. So it was that; as we trooped out of the hall, unusually, standing at the door was a lady, we suspect she works for the cinema. She asked everyone together: ""What did you think about the movie?"" And as if rehearsed, the phrases ""Rubbish movie"" and ""Very stupid"" immediately rent the air, echoing from one person to the next. We were not surprised. Because you see, the biggest shame here is that we predicted this would happen.",negative
"Possibly one of the worst films I've ever seen.

Warning: Spoilers
I've been watching movies since probably 2002 (I'm 16 now BTW), and couldn't clarify which movie was the worst I ever had to sit through. Then 15 yrs. later, I see this on Netflix in the ""Recently Added"" section, and I wanted to watch it. Yes, it sucks!!! It's possibly one of the worst movies I ever watched in my entire life. Let's start with the music. It's like ""nails scratching on a chalkboard"". Also, the husband's acting sucks bird feces!! Also, the pregnant wife's friend whatever, I wanted to slap her so hard in the face. And OMG, the wife's screams. Annoying than Tara Reid in the horror movies she's in (Urban Legend) for example. It just screams ""porn"" throughout the whole movie. Screw Netflix for adding these Nigerian, Chinese, or Indian flicks.",negative
"I gave it 2 because I'm kind!

This is.... Aaaahahahaha :) THIS is a joke. This is how netflix trolls us. Brilliant joke on us!",negative
"mean-spirited, unfunny, kinda classist. you’d think someone with a background in music video directing would turn in something that has more than zero visual ideas but ¯\_(ツ)_/¯",negative
"Such a dissappointing rendition of a beautiful book.

I wasn't expecting it to be amazing in the first place but I wasn't expecting it to be this bad.

I feel like Thandie and Chiwetel tried so hard to act like Nigerians that they just flopped.

Just didn't work at all. No wonder I hadn't even heard of it til Emirates reccommended it.",negative
"bad acting, stiff dialogue, and an overuse of a melodramatic soundtrack all come together to make one of the worst and weirdly religious virus movies i’ve ever seen",negative
"Nollywood exists because it appeals to a certain demographic that wants to see something they don't get from the American film industry. With the success of Nollywood films, it shows that Nigerians want relationship mellow drama, spiritual and religious themes and grandiose theatrics. As the popularity has increased, they upgraded from no budget, shoddy filmmaking to low budget with better camera work and lighting. That's what I found with Frank Rajah Arase's new film Iyore. It's your typical Nollywood movie, cheating, ancestral folklore, bad acting but with real production value.

Iyore tells the story of a sacrificial virgin and her lover back in the early days of the Benin Kingdom, running away and now in the present day they're ancestors are dealing with similar transgression. It's quite difficult to write a summary because there are so many characters with motivations I couldn't understand. The connection between the past and present wasn't clear at all. Some of the lead performances were decent but most laughably over the top. I maybe would have enjoyed it more if gathered with friends, making fun of the poorly written dialogue and pregnant pauses but instead I was in a dark theater bored out of my mind.

Highlight: there is one legitimately funny scene of a villager bribing the prince which was well heightened and earned my laughs.

Lowlight: every repeated scene where a character had to restate either that they were in love with some or not cheating on someone.",negative
"
This script reminds me of the racism of the Hollywood movies of the first half of the 20th century. It just happens that the good guys are brown skinned, and the bad guys are white skinned. And the writer seems to be not only mildly racist, but also very nationalist: oh, look of the ugly airport customs check, forgetting that Nigeria is the same plus some excessive corruption and military and police violence",negative
I skimmed this. no way i’m watching the whole thing,negative
"Anyone who tells you this is hilarious is lying. The premise is very promising: A Nigerian Christian sect made the film to warn people about the influences of witches in Nigerian society. It seems witches are everywhere and they can make middle-aged ladies to grow penises or make children plaster shit all over their faces.

Unfortunately it's exactly like some other Nigerian films I've seen: a lot of standing around and talking in semi-empty rooms, you can't hear what the people are saying as the microphone is located in another room or possibly another city altogether and in general it's just dull.

It's funny at some points, yes, especially in the beginning, and it's interesting to see what kind of beliefs people hold in other parts of the world but otherwise watching this was as fun as going to a dentist. I had to down a half a bottle of whiskey and few beers in quick succession just to get through this which is kind of telling.",negative
"Interesting premise, but bad execution. Main issue was all of the sexist elements in story, dialogue and camera work. Acting was hit or miss.",negative
"They're really sticking with the ham-fisted christian propaganda, just as much as the unnecessarily long takes and terrible audio mixing. The music keeps overpowering the dialogue. They even re-used the same songs and opening credits. Also, for some reason, they got a kid smoking cigarettes and making out with an older woman? How charming.",negative
"Though the cinematography looks professional, don't let this film fool you. It's a disaster. Starting with incredibly poor writing, the bonkers plot brings none of the horrors it is constantly talking about and as a result, there's a large exposition problem that further emphasizes the atrocious dialogue. Most of the performances aren't good to begin with but the lead, Swanky J.K.A., is laughably bad. It's very confused and incredibly boring.",negative
"Focused as it is on the relationship between Joseph and Suzy, the movie sheds little light on the February 13, 1976, assassination, which brought Olusegan Obasanjo to power.",negative
"Despite an intriguing historical setup, '76 struggles to tell a cohesive political story, and loses its thread as the personal subplots overshadow the events of the coup.",negative
"I’m not quite sure who this movie is made for. On one hand the film’s themes are clearly intended for children, more specifically little girls, as it deals with the importance of education especially in heavily patriarchal societies. On the other hand the film contains quite graphic displays of child abuse with an incredibly unnecessary rape scene involving a twelve year old girl which rivals Megan is Missing (2009) in levels of pure disgust. 

The entire production is very amateurish, the audio being the worst offender. The ADR is very noticeable as we can constantly hear the background noise of the room it was recorded in. Oftentimes it sounds as though the characters are miles apart when they instead are having a conversation in the same room. This film has one of the worst soundtracks that I’ve ever heard. When it isn’t playing an out of place pop song, it uses some of the most generic stock music that I’ve ever heard which often has the opposite of the intended effect. It rarely fits and sometimes just serves to over-explain what each character is feeling.

The weirdest thing on display here is how the film attempts to explain why the protagonist’s father doesn’t want her to get an education. Typically in these types of movies the explanation is deeply rooted in cultural traditions which is perfectly fine as it allows for a larger audience to connect with it. But in this film her father doesn’t want her to get an education because her mother had gotten one and then turned into a terrible woman. This event is portrayed in multiple flashbacks which show her to be caring and loving before going to school and then changing into an unpleasant woman afterwards. Since we know so little about this character and the only change in her life is that she is now going to school, the film implies that it is the education that changed her attitude which, bizarrely, goes against its very themes. This type of contradiction is actually surprisingly very commonplace in the film. Other than our main character, the school kids are all portrayed as quite stupid and are unable to answer any question that the teacher throws at them no matter how simple. It is shown later that no student was able to get even a decent score on their exams. So the question is, why would you make a film about the importance of education and then proceed to portray it as something which either doesn’t work or turns people into insufferable elitists?
",negative
"f you watched Chief Daddy: Going For Broke on its New Year Day release on Netflix and immediately thought it to be a contender for the worst movie of the year, know that the fault isn't yours; its Ebony Life's, Netflix Naija's, Executive Producer Mo Abudu's, Director Niyi Akinmolayan's, and every other person that thought it wise to kick-off our New Year celebrations with this premium disaster of a movie.

Chief Daddy (2018) was flat, but this sequel, Going For Broke, sets such new lows for the pointless franchise that it makes the first one look good.

Chief Daddy 2, in many ways, and like many other overhyped movies from Nollywood in recent memory, felt like a train of Instagram skits slapped onto each other. It's unnecessarily long, disjointed, and pointless. Saddest part is, it doesn't take long after the opening credits roll in for viewers to realize how pointless this almost 2 hours movie is going to be.

A non-existent story, mediocre screenplay, shitty direction behind the camera, and little to no consistency with almost all the characters from the first movie are some of the obvious problems that bedevilled this sequel no one asked for.

Chief Daddy: Going For Broke is a disaster, and that's putting it mildly. Ebony Life had quickly go back to the drawing board and come up with something good because they really need a win right now. Working with Netflix is great for the brand, but disappointing fans like this, in an industry where the standards are already pretty low, doesn't bode well for anyone, even for the ""biggest movie studio"" in Nigeria.


PS: A prequel story of the titular Chief Daddy's road to fame, fortune and polygamy might've had a better output that this pot of confliction we got.",negative
"The transitions were awful, score was blatantly bad, story was all over the place",negative
"Way too many sub plots got resolved at the end very quickly, some of the drama felt artificial made just to make two characters have some conflict, the characters were fine some were annoying but i think that's by design, sometimes things just happen for the sake of it happening

This is probably just an average movie but at times it was very boring for me although there were some enjoyable elements

Yall fifties?: キモイ",negative
a basic movie,negative
"i wanted to watch a bad movie but this shit was CRAZY so many twist and turns, the obvious green screen. Obsessed
",negative
"Trying to get a grasp on Nollywood but this film is by far the worst so far and does not encourage further digging. In no filmindustry or country could this be considered ”good”, it just cannot be a case of cultural misunderstanding. 
Cinematography, lightning, sound, art direction, and unfortunately the acting are all sub-any daytime soap of your own choice at any given afternoon in front of your tv. Every one-minute-scene possible to drag out to five minutes is eight minutes long, and before they’re over you forgot where and why they started.",negative
So this was long and boring. Not even the narrator from Captain Alex could have saved this one. At least it had a cool poster.,negative
"Trite plot, stiff acting, very bad movie",negative
"It seems like new Nollywood is just all about cinematography and the number of big names and celebrities the viewers see on screen. Most times, not enough effort is put into storytelling. Our cameras have evolved, but the stories, not so much.
This movie is ridiculous!",negative
"Since the begging I was thinking, this may have a strong message just keep it rolling, but it was so bad that it totaly lost the tone of the first scene, that wasn't that good but has so much more to offer.",negative
new drinking game: take a shot every time you see characters wearing atrocious wigs.,negative
"Nigeria 🇳🇬

Oof. This lion didn't have much of a roar. Did someone send their failed Netflix pilot script to Nigeria like it was the losing Super Bowl team's t-shirt?",negative
"Classic story of pure belief. Very quick pace but somehow things weren’t coming together. 

I just wondered, these rituals and/practices are very sacred. The fact that Dr Durant was just invited in and shown the ritual was questionable but alas he found what he was looking for.",negative
"I had no idea this was going to be a musical. But that makes all the difference. The fact that it's a musical makes it absolutely TERRIBLE. It's like a Disney animated princess movie if all of the charm was removed and the songs were written by scientists or someone who gave equally no shits and was equally unqualified.

There was a ""song"" near the beginning and I couldn't tell if it was supposed to all be one song with dialogue in-between or if they were just switching songs rapidly. It was that disorganized. The various sections sounded totally unrelated to one another until the last one sounded like the first one again and I was like, ""...wait...so was this all one song?"" Just embarrassing. I compare it to Disney because the style of the songs seems like it's trying to be like Disney songs. Except that one time they try to do some acoustic rock song style thing?

And then there's the whole princess story. But it's incredibly poorly written. The dialogue is garbage, the premise is unoriginal, the acting is horrendous, and the plot drags on and on because of unnecessary shitty songs. I was going to turn this off about 20 minutes in, but chose to finish it 100% so that I could write a review about how terrible it is.

THE PEOPLE MUST BE WARNED.

I was surprised that I actually recognized one of the actors, Hakeem Kae-Kazim, and I feel that it's only fair that I mention that he's the only one who doesn't suck at acting, but he isn't great either and I blame this on the directing because I know he can act.
",negative
"Fifty minutes is spent advertising a holiday resort in Lagos, which stars as both ""the real"" subject matter of 'Clustered Colours' and the movie-location. The producers will call it ""character development"". We call it a kidnap- Held hostage for fifty odd minutes, we were forced on an excursion of the resort grounds, making stops at the tennis court, the football pitch, the gym and swimming pool area that have nothing to do with the movie. After which the short ""play"" occurs. Then we spend the last twenty minutes watching the actors dance to music by Tosin Martins and other artistes. That's it! Movie closes. Money down the drain. Not recommended.",negative
"Night Bus to Lagos' is ""One-Chance"" waiting to happen. Despite being produced by Zeb Ejiro and directed by Chico Ejiro, two Nollywood Goliaths, this 'Night Bus to Lagos' fails to arrive safely. Taking a ride on this derelict contortion characterized by old school film-making techniques, was a terribly discomforting experience for us. Making it seem like; their glory days behind them, ""our fathers"" failed to spend the passing years learning and improving. Consequently, their swords have since grown dull. And their talents, decrepit. Hence, this wreck of a movie plays like a relic straight out of the nineties. A complete waste of money.
",negative
"Papa Ajasco comes to cinema in this exceptionally ridiculous and ostentatiously foolish comedy. Amidst a plethora of half-arsed acting performances, terrible production and shoddy editing issues, the only good thing about Papa Ajasco's 'Knockout' is that it was designed intentionally to be ridiculous. And no matter how ridiculous it gets, it is never ashamed to be even more ridiculous.",negative
"Guynman' is special. It is specially stupid. And you know, we have seen many stupid movies in our time. You know this. You know. But 'Guynman' is different. It is stupid in a way that is both unique and noteworthy. It is not recommended for intelligent people, anywhere. We will stop here. We will say no more. We are tired. We surrender. Ha! We surrender. We surrender.",negative
 'Zero Hour' is most definitely bound to be a Zero for you if you grew up on a respectable diet of Hollywood movies. You will find it practically impossible to feel any remnant of genuine appreciation for this relentlessly shoddy attempt at copycatting olden days Hollywood thrillers. Bleeding Jesus! This movie has less charisma than the 'Third Eye' series from the nineties with Pa Olu Jacobs. Stay away from this.,negative
"A sore disappointment, 'Levi' is drama without purpose. Great production. Good acting. No magic. And boring as hell. We wanted so much from this. Maybe we expected too much. Whichever it is, sadly we found 'Levi' to be far from money well spent. Left the cinema weighted down with dejection. There's no life in 'Levi'. It is excruciating to sit through. Sob!",negative
"Sista Sista' is yet another colossal waste of money starring Enyimma Nwigwe, making it two crappy movies he has headlined in one weekend. Such a shame that he will allow his brand be used to deceive and cajole his fans into splurging on offerings he ought to have known will most definitely turn out to be end-time disasters. And that is precisely what 'Sista Sista' promises for all those who pay a premium to see it- Unmitigated Disaster!",negative
"Knock Out Blessing' is yet another example of a movie made for the consumption of upcoming filmmakers rather than the general public. Like other misguided projects like it, 'Knock Out Blessing' was made primarily for the purpose of massaging its producers' ego rather than pleasing its Nigerian audience. More and more, we are seeing ineffectual movies like these coming to cinemas in Nigeria rather than being packaged as tutorial materials for film making school.",negative
"Repetitive and dull, 'Kasala' is the ultimate waste of money, energy and time. Having no other purpose, than to massage the ego of its producers as filmmakers, 'Kasala' is a completely useless movie. A pain inducing potpourri of dire dullness and meaningless rubbish. We guarantee, without an iota of doubt; if you pay a premium to see this movie, you will regret it. And very dearly so. In fact, you will regret it, even if you see it for free. Only your enemies deserve tickets to see this. Don't pay for pain. Run!",negative
"Charmed' is not charming. While there's a lot of passion behind it, there's just too little quality to make this a worthy offering. It is amateurish, in every way. With amateurish acting, amateurish editing and an aggravatingly unreasonable story to boot, 'Charmed' is not worth paying a premium for. No how!",negative
" If you value your time, work hard to dodge this at a premium. 'Lagos Real Fake Life' is that type of movie you only need to see its trailer to know just how ridiculous it is. And that ""honest"" trailer might be the single best thing about this movie, because if after seeing the trailer you proceed to see 'Lagos Real Fake Life'; you have yourself to blame. From start to finish, 'Lagos Real Fake Life' is a festival of utter ludicrosity- Yet another victim of having tragedians writing comedy.",negative
"Bridal Shower' has the singular honour of corralling the worst actresses in contemporary Nollywood in one movie. So much so, we are left to conclude that: having failed to find recognition from their peers and seniors, this league of extraordinarily bad actresses, came together in the spirit of; ""If they won't let us act, we will let ourselves"". For their courage, we congratulate them immensely.

Pulling their resources and bytes of creativity together, they braved the odds to make their very own movie. For name recognition; they called in favors to secure appearances-by-way-of-charity from Big-hearted Toyin Aimakhu Abraham (whose antics were the only thing that got any visible positive reactions from the crowd) and an obviously irritated Helen Paul, whom judging by her demeanor, we suspect was either blackmailed into appearing or was acting on forlorn credit. For chiseled muscles and sturdy abs, they turned to a beleaguered Melvin Oduah.",negative
"There's nothing good about 'That Which Binds Us'. Absolutely nothing. Supremely worthless, this movie shouldn't have been made. When it ended, everybody was angry, even non-paying cinema staff. The entire audience literally hissed itself out of the hall.",negative
"What Just Happened' is a colossal waste of money! A thoroughly dreadful offering that will leave you feeling full of regret, actually asking yourself- ""What just happened?"" Utter crap! This shabby comedy is hundred percent irritatingly-stupid and barely funny.",negative
"The Island' is meaningless, sterile and wacky- An abstract action movie made solely for the sake of the action. Too soulless to be remembered, it is more suited to be seen on Africa Magic.",negative
Repetitive. Unimaginative. Childish.,negative
"Such a shame with 'Fantastic Numbers'; going by its sophisticated posters alone, we could have sworn we were definitely going to love this one (at CinemaPointer, to avert prejudice, we avoid trailers). Unfortunately, 'Fantastic Numbers' turned out to be the polar opposite of its fantastic posters.",negative
"Midnight Crew' is yet another repulsively ugly Nollywood comedy to avoid at the cinemas. All round appalling acting and a slew of ever more ludicrous scenarios ensure this is bound to be a total and complete waste of money for all who will dare. As a matter of fact, so unpleasant was the experience, that even people who got to see 'Midnight Crew' for free, hated it.",negative
"Such a shame! Even the legendary Patience Ozokwor was only a marketing gimmick, fraudulently included for the benefit of posters and trailers- She appeared only at the very beginning, gave a monumentally half-assed performance and disappeared. Hopefully, legends such as Mrs Ozokwor will quickly come to realize that they owe a duty of care to we their fans, and thus shouldn't take their legendary status for granted; abusing it by hawking themselves to aid talentless filmmakers in swindling their fans out of their hard earned monies, in exchange for lucre.",negative
Stale. Forced. Brash. Barely funny.,negative
Ostentatious. Extravagant. And loud. Zero substance.,negative
"And yet another forceful comedy. Goodness gracious! Nollywood just doesn't get it. A movie is not going to succeed for the sake of its being categorized a ""comedy"". It actually has to be genuinely funny to succeed.",negative
"Divorce not allowed' is yet another forceful comedy trying shamelessly to wring out laughs with material so stale and retarded, you are bound to leave with a head ache and a dire case of nausea. It is that retarded.",negative
"Complete rubbish. Not funny at all. Vexatious hogwash! '200 Million' is a colossal waste of hard earned money this holiday weekend. It is currently a front contender for Worst movie of 2018. Terribly not funny, '200 Million' is a pageant of otherwise very distinguished gentlemen acting the fool, falling over themselves in the name of comedy. And doing a particularly bad job of it",negative
"I would like to be... a terrorist 
Funniest shit watched in a long time",negative
"The Milkmaid"" is undoubtedly an important film showing the tough situation against radical Islam the rural Nigerian population is faced with. The problem is it imposes its messages on the view with voice-over and unrealistically and drastically changes in characters' behavior through the film. The non-linear editing helps ""The Milkmaid"" be more captivating but doesn't prevent it from feeling over-longed.
",negative
"How does a movie with this subject matter wind up being this slow and boring? Where is the urgency? Where is the suspense and tension? The editing and the pacing drove me nuts and there's just no way this thing needed to be nearly two and half hours long. And that's really a shame because it highlights a really big and important problem, I just wish it did so without putting the audience to sleep.
",negative
"The acting is at best wooden, the dialogue almost staccato, as if the actors are constantly being prompted with their lines. Ali Nuhu’s role felt almost like an afterthought. His acting has always been reserved; in this role, it is as if he does not want to be there, and it feels almost like a cameo.",negative
"this is a story that has the potential for critical acclaim, but the execution is poor and makes it easily forgettable. ",negative
"Transitions in the movie are haphazard and staccato: you are left wondering what the connection is between scenes. Almost all the characters lack a well-developed story arc, and the movie tries to put a band-aid on this by giving us some flashbacks. A lot of the scenes are fillers, and they add absolutely nothing to the story. 
",negative
"I do not think that the movie, Unroyal, should have been made. The story is uninspired and adds nothing to the art genre it attempts to represent. What exactly is such a poor production doing on Netflix?",negative
"Under The Carpet could have ended on a cliffhanger, but that is wishful thinking. What we got was a tacky ending with unrealistic dialogue. This is a movie with too many wasted potentials.
",negative
"Contrary to its title, “Suga Suga” leaves more sourness and staleness in the mouth than sweetness. It comes through with a weak plot, a scattered story line, and a watery script fill with contrived and deliberate comedy cast with unnecessary and unfunny comedic characters, who have nothing to add to the story. I am tempted to say that Suga Suga would have been better as a 40-minute comedy on television, but that would be unfair, as even TV is expected to live up to certain minimum standards.",negative
"The movie has the most ridiculous robbery scene ever in the movie universe, and it is way too long. The resolution of the issues is rushed and provides no connection with the audience. Whether classified as satire or comedy, Ponzi is quite a bore. ",negative
"The music and audio effects did not always match the seriousness of some of the movie scenes, giving a disconnect between what was going on in the scene and what our ears were subjected to. It messes with the head. ",negative
"Continuity was a major issue. No real attention was paid to ensure that one scene ties properly with a previous scene. The resolution of the conflict left me wanting to ask for a refund of not just my ticket, but also of the time I spent watching the movie.",negative
"Underwhelming and bland; 'Roti' is just there. It's watchable, but disappointing. It tells a serious story, but feels shallow all at once. It's a funny thing- It was billed to be spectacular, armed with the tongue lapping reverence of ""Kunle Afolayan"", but ends up the kind of movie you will finish with a hiss; like- ""Is that it? Mtchew!"" Ultimately 'Roti' doesn't know whether it wants to be horror or be a thriller. It starts cold. Get's warm. Bubbles a little. And then poof! Without warning, it evaporates.",negative
"
'Alakada Reloaded' is a sham. It is preposterous. Utterly exasperating. Wholly ridiculous. And terribly disjointed. More a mixed bag of not-very-well-thought-out comic skits, than it is a full length movie with any purpose. Seeing old recycled jokes rehashed in the same old recycled way is not a pleasant experience at all. 'Alakada Reloaded' will almost make you puke. Sincerely, it's just outright shameful! Avoid it by all means.",negative
"Segun Arinze’s role in the movie was confusing. He was a father, but he appeared more in a cameo than as a real role.

The transitions in the movie left a lot to be desired, and the resolution of the issues appeared half hearted. The movie tried to use suspense to depict some of the issues, but they were not properly executed.",negative
"For a supernatural thriller cum action movie, Nneka the Pretty Serpent took too long to make it’s point. The long scenes dragged unneccesarily, the short scenes did not make the right impressions, and I struggled to keep my eyes open for the duration of the movie.  It eventually ended in an anticlimax that left a very weak cliff hanger. Perhaps the reboot of old movies needs  to make the scripts tighter without making the movie lose their essence.",negative
"When we thought it was all over, the concluding scene brought even more confusion, which is saying a lot, as the movie had been confusing all along and I was sure it couldn’t get worse.",negative
This movie is too boring for cinema. At its heart is a forced story driven by foolish choices made by unremarkable characters.,negative
this movie is terribly boring. Very dull. Very draggy.,negative
it is wholesomely pointless - A desperate money grab. Definitely not worth paying premium for.,negative
"it shows that the producers of 'The Good' are scam artists moonlighting as filmmakers, ensuring poor old Nollywood continues to get a bad wrap in cinema. It's a Big shame.",negative
"if you choose to rush it at its current ""Blockbuster"" rate of Two Thousand, Five Hundred Naira; we further recommend you don't accompany it with beverage. Buy water instead. It will help with your hissing as you are served copied scenario after copied scenario, many shamelessly stolen from other recent Nollywood movies. Disappointing. Blah!!",negative
"Excessively basic. Horrendously predictable. Deeply subpar. 'Getting Over Him' is a run of the mill ""Nollywood-Romantic"" drama that is lukewarm at its best. And at its worst; is plagued by terrible story-telling, lackluster acting, unimaginative dialogue and outstandingly out-of-place casting of the female protagonist. Nevertheless, we feel obligated to point out that, speaking to two out of the three other viewers we saw this with, they both described 'Getting Over Him' as being ""Nice"". And they might be correct.",negative
"The worst part is that; for some uncanny reason, the producers chose to belabor their poor audience with unwieldy subtitles that disappear very quickly. Consequently, considering that whilst seeing 'Esohe', you will spend well over half the time reading these long unfriendly subtitles (languages other than English are extensively spoken), 'Esohe' becomes closer to arduous school work than it is entertaining. So, if you choose to see this, you have got work to do- Prepare to read, plenty and fast!",negative
"So irritating and harrowing was this movie, that when it was finally over and the lights came on, we were extremely joyful to see that we were the only ones in the hall. It made us happy to know we had consumed this filth alone- It's never a pleasant experience seeing a simple predictable story being told in the crappiest and most frustrating way possible. What we can't understand is how Rita Dominic was cajoled into getting her brand affiliated with this travesty. 'Blind Spot' ought to have been released out of Edidi Lane, Idumota or Iweka road, Onitsha. Definitely not in cinema!",negative
"Storyline was poor, plot development and dialogue were equally bad. It was not funny, the attempt at introducing conflict did not work because the whole thing about a fake endorsement contract just seemed forced.",negative
"Most bad films often have some redeeming qualities that make the watching experience a little less stressful. Unfortunately, ""Ghetto Bred"" isn't one of them.
",negative
"The movie script cannot pass for a high school amateur production. There are no memorable lines or dialogue, and some of the sub-plots make you wonder what the team was thinking of writing such into the movie.",negative
This movie is retarded,negative
"Every time I think about Roti, I ask myself, so what was this all about?

Story inconsistencies and the mystical balderdash were too appalling to be saved by Kate Henshaw’s acting. For some reason, I think Kunle Afolayan is just going with the flow this season. Not putting too much effort into his films and enjoying his director for hire phase. My prayer is that motivation to do something as good as some of his earlier works returns, because I’m not even excited to see, ‘A Kunle Afolayan Film’ anymore.",negative
" Not recommended! Crispy dry and terribly banal,",negative
nothing to write home about,negative
"THE LACK OF LANDSCAPE POSTERS FOR NOLLYWOOD FILMS
I mean it’s 2018 guys, can we step up our game with posters and image content for promotion. Ahan!",negative
There is very little about this movie that makes sense.,negative
"Chief Daddy 1 has a weak plot, but some serious laughter that makes up for the poor story. This second coming  has zero plot and no laughter at all; it is  a painful experience watching this movie. The acting feels like the actors have multiple cameo appearances with no connections.",negative
"At the conclusion of the original Chief Daddy movie, the introduction of a new character in the last scene hinted at a sequel, but Chief Daddy 2 takes the sophomore curse to a new level of low. ",negative
Whoever wrote this movie script deserves to be flogged,negative
No one deserves to watch this shitty movie,negative
Unwatchable,negative
A good plot. Terrible post-production. 🥺,negative
"Absolute rubbish

I'm always on the hunt for a good Rom Com to watch with my wife. This had a review score over 6, so we gave it a crack. We literally stopped watching it after 10 minutes. Rubbish acting, like cringe worthy acting. I don't know who reviewed this with high scores in the past, but it's not worth the watch. The acting was just ""that bad"". Plus the story, as far as we watched was just terrible, b-grade stuff.",negative
RHH Review,negative
