Positive Reviews,Ratings,
"THE BEST MOVIE. EVER.

Things Fall Apart is the BEST movie ever. Even better than The Force Awakens. It should have won at least 5 Oscars. Okonkwo is the sexiest man I've ever seen, and everyone I've met who have seen him desire him.",10,
"A must watch

A cute movie,seye had qualities of what any woman will want...and if you want to watch something with the girl's I'll recommend this one.a decent movie that one can watch with they family.",10,
The most underrated and underappreciated work of art in human history.,10,
Best movie I've ever watched. This guy deserves an Oscar.,10,
"Underrated masterpiece

Probably one of the best movies I've seen and is definitely a classic like The Godfather imo definitely is a much watch movie",10,
"entertaining

Realistic, entertaining and all round good vibes. I could watch it all day. I wish they would air more than once a week though, asides from that, its just great. Most reality shows come off as scripted but not this one.",10,
"Amazing

The storyline is quiet interesting, the actors are amazing and it wasn't as predictable as I thought it would.. Picture quality is awesome, Molly wood has really grown.",10,
"A perfect story!

Amazingly realistic. It depicts the life and story of young Nigerian men living in Lagos.",10,
"#ThisIsIt
Good movie.... a must watch...waiting for season three",10,
"I love this movie

This movies is a very good movies and I wish it will still continue and please when is the season three and four going to be released . My favourite actor and actress in the movie is tomide and Dede ..they did a great job in the movies",10,
"A must watch

Fantastic documentary, funny and emotional - strikes excellent balance between buddy's internal struggle and charms of nollywood.",10,
"Great movie

The movie makes you feel every emotion which is a great marker for a great movie. It made me laugh, cry and filled with suspense on what will happen next. The production of the movie is A1 and the cast did a great job in portraying their characters. I enjoyed every second of it.10/10.",10,
"Nice Movie

Really had a good time watching, the cast and crew were excellent! Amazing storyline . Kudos to the actors, Directors and producer. Will definitely reccomend.",10,
"Maybe the best movie to come out of Africa in a good while!

I cannot believe no one i know hasn't watched this, it should be considered the Citizen Cane of African movies! You see Baby Police is GROUND breaking for it's time being, it's almost REVOLUTIONARY not only in terms of filmography but in terms of poetry, music, video games and humanity ITSELF! The story is based on a baby, that might in fact be one of the smartest babies alive, in fact i enjoy comparing this movie to Baby Geniuses by Bob Clark, of course this is a unfair comparison... Baby Police wins obviously by a MILE! Dada is so smart he can outsmart the entire village he habitats! He's enjoys playing pranks on inferior people than him and he knows how to survive in the cruel world of Africa by stealing TVs and tricking several other people all to survive the African Mecha Wars. A Truly beautiful struggle if i say myself, there where scenes of him that brang me to tears of how strong a baby can be! In fact this movie should be shown to all the babies considering i believe it would increase the brain size of a human TEN FOLD, thus making the human race evolve more and MORE! As the title says, he does become a Police in the last minutes (this shouldn't be a spoiler due to the fact that the title already gives away the entire plot) and later on has to do Police stuff due to a punishment, this struggle of him and the police also brang me to tears because he couldn't smoke weed while in front of the police force and that really is something PRETTY worrying! The dialog in this movie is as good as filmography gets, they are so emotional and symbolic and in my opinion this movie may be the most quotable movie of all times. Phrases such as ""You are the No."" and ""God Speed, Bring the Weed."" are always to be kept in my heart for it has helped me confront my fears in life. 

For me Baby Police was like being a starving baby in Africa later to be feed the most delicious and tummy-fulling dish of all the planet cooked by Gordon Ramsay! Needles to say, it didn't also save me from dying but it made happy with the most delicious thing i ever ate. I totally recommend this movie for people who grandma's are dying and have a sense of culture in there hearts.",10,
"Painstakingly conceived and teeming with raw, unbridled energy, Eyimofe offers a sumptuous, keen-eyed look at modern Lagosian life.",10,
"Excellent Realistic Drama

The story excellently showcase Nigerians realities. Message worthy of the efforts put into it. Excellent casting! & you will surely love the ending.",10,
"Powerful and deeply human film

""Eyimofe"" focuses on the hopes, desires and struggles of ordinary Lagosians, forced to daily confront a bleak world ruled by money and largely desensitized to human suffering.

It depicts the lives and problems of its main characters, Mofe and Rosa, with gritty realism and in a very engrossing way, with some unexpected plot twists and without a moment of boredom. The stories of the two protagonists are brilliantly and poignantly interwoven. The movie also renders the atmosphere of Lagos so compellingly that one feels literally transported to the city.

Mofe's inner strength, integrity, quiet dignity and stoicism are profoundly moving, though he is seemingly a man like millions of others. And one can't help being enthralled by the proud Rosa's attempts to change her and her sister's life for the better.

All the characters in the film seem very authentic - and often as inscrutable as real-life humans. Many of the characters elude any attempts at a simplistic classification into good people and villains, though it is clear that the most powerful ones are also the most ruthless and the most callous.

To me, the most fascinating and admirable character - apart from Mofe - was the landlord Vincent. It is easy to misjudge him, but his humanity touched me on a very deep level. Thanks to characters like him the heart-warming possibility of hope and solidarity always remains present in this film. This is a very beautiful and thought-provoking movie which I can highly recommend to everyone.",10,
I love you - I have a baby…,10,
"Good African Soap Opera. Two Thumbs Up

14 May 2020: Last year 2019, I started watching movies and television shows made in Africa, mainly Nigeria and Kenya. I would like to see the ""Fifty"" soap opera run for many years like American soap opera dramas. I like every episode.

Since I was born and lived in USA my entire life watching American movies and t.v show, I am Not use to seeing an All African (black) cast in soap opera dramas, but it is a real nice change of pace and the African actors/actresses are just as talented as their counterparts in North America. I really enjoyed watching pretty and talented African actresses Dakore Agbuson, Adesua Etomi and the so beautiful and talented, Pearl Thusi and the male actors are good too, Chris Attoh and other. Go Nollywood go.",10,
"Thrilling to watch!

If you are Nigerian, then you will understand that this movie is not a cliché, the plot twist was fantastic. This movie moved from the usual Nigerian romcom and focused on suspense which was thrilling to watch and had me glued to the screen from beginning to the end! Well done to the actors, a great job, indeed!",10,
"Interesting

This movie was interesting from start to finsh. The acting was world class.",10,
"Great Movie! A must watch

This movie is a must watch. It amplifies the lifestyle of the wealthy Lagosians, The 1% of the 1%.",10,
"You need to watch this!!!!!

A must watch!!! I'm in love with the character The plot Literally everything",10,
"The movie is everything.

I am actually very critical of movies, but wow, this movie was everything. It renewed my hope in Nollywood. The woman that acted Mopelola is a top notch actress, never a dull moment with her. Other actors were great. Don't hesitate to see this movie",10,
"Beautifully written!

There were no words minced and no truth, decorated falsely. This teaches a whole lot of message and exposure to the human trafficking world! Plus Sharon Ooja is such an exceptional actress.",10,
5 scenes in.... Love it,10,
"A Major Step in taking back our narrative

This movie, has really showed a deep side of the struggles of the people we often ignore. Easy to see a person to judge, but when stories like these are told you start to look at everyone with a different lens. The ending, though abrupt keeps you in a limbo and holds you in a powerful suspense pondering on what you just witnessed.

A win for Mo Abudu and Director, Gyang",10,
A true story of Human trafficking. This is told just as it is. Wow. Why is this movie rated 5? It's a 10/10. This is excellent. Oluture is just perfect. Terrific! Awesome,10,
"A true and daring eye to human trafficking

This is my 3rd Nollywood movie and I am shocked. Really true, disturbing, unsettling. Some people are writting comments about the ending the cinematography etc, what did you expect? These real life subjects do not have a happy ending and no script. If you wish to see something easy and comforting you should look somewhere else.....",10,
"Much needed story on human trafficking

Oloture is an excellent movie that provides a much needed view into human trafficking in Nigeria. Its graphic point of view shots really put you in the seat of women being trafficked.",10,
"Brilliant !

Oloture is raw and pure art ... excellent production excellent acting by the entire cast Sharon Ooja was simply amazing . Oloture is a must watch",10,
"A Modern Nigerian Classic⚡

I am not Nigerian this lifetime, but I felt empowered by this INCREDIBLE 'Tour de force' eruption, if u will, of the nefarious exposure of British colonialism, pedophile plagued Roman Catholic Church, insane various tribal prejudices exposed galore & a truly decent Muslim Nigerian from the north detective tasked to quickly make sense of several horrible rapes & murders of tribal virgins in a southern small town - that began 6 weeks before October 1st, 1960 - the day of Nigeria's independence from the British.

Nollywood truly has a political/religious/tribal gem here for those who seek to broaden their perceptions of the whys of the major ills of the world & in this case a small community in Nigeria - r so pervasive today.

Soul comes to this physical reality for experiences & this film delivers a ton of them❤",10,
"Perfection

This is a must watch movie!. I can't even say more. I'm short of words.",10,
"A must watch for younger Nigerians and general lovers of a good film.
olawal-894-63752326 December 2016
After having this in My List on Netflix for probably a year, I finally decided to watch it, being a skeptic of all films made in Nigerian. I hate Nollywood and their repetitive nonsense films about love, in laws and general foolishness about money. And don't get me started with the bad camera work and sound/sound effects. Enter October 1st, the films is simply everything I wanted plus more. A good detective film, a love story without too much emphasis on the love, a country's last journey through independence from the white man and the very good play on the stereotype of the different tribes that makes up the Fedral Republic of Nigeria. I spent the first 10 years of my life there and still have and love the vivid memory's however often forget, lest I am reminded by films like this. Culture, language, food, palm wine and of course the British. The film was well acted, very well directed, you knew who the perpetrator is from the get go, but due to everything that made up the rest of the film, I didn't care that it took a while to get to him. It also had plenty of Yoruba spoken in it which is my first language, so this is one I will be recommending to all my fellow Nigerians. I will be looking out for more work by Kunle Afolayan. Well done!!!",10,
"Captivating and compelling!

Compelling and captivating! Beautiful colors and powerful performances. Camera angles invite you into every scene till the very end. Bravo for first shot!",10,
"One of the best nollywood movie

I really enjoyed the movie, i now know why it's is considered as the first ground breaking nollywood movie",10,
"Seminal Movie in Nigerian Cinematic History

Living in Bondage the film that marked the start of Nollywood. It is a story of love, betrayal, suffering and redemption. The motifs of God and Satan plays a central roll in this film. Andy, played by Kenneth Okonkwo, makes a faustian bargain early on in the film. And his material gains is mirrors by his psychological loss. This duality of the material realm mirror the duality of the spiritual realm as there is no rest for the wicked. I walked out of the theater strong in faith. And faith in Nigeria is what I have now.",10,
"Really Good Movie
This is probably the best Nigerian movie I've ever seen. Definitely a class above your usual light Nollywood stuff. Characters and plot were well developed and realistic. Noah and Dominic were really great in their acting.

And the movie props! I am sooo impressed! The ancient vehicles (404), appropriate hairstyles and attire and house decor. The producers and directors did their homework. It took me down memory lane. The movie was intense throughout, I couldn't even pause until the movie ended! Bravo!

At last a Nigerian movie that keeps viewers at the edge of their seats and was not predictable. Well done to those behind the effort.",10,
"Absolutely love it!

I'm usually not psyched about watching Nollywood films but this is definetly one of those you just can't afford to miss especially if you love love. The story was very crafted and the actors portrayed all the emotions in such a beautiful way. It's definitely one you will love to watch over and over again. Well done to everyone involved in the film making process. I was really impressed.",10,
"Lovely Movie

The movie had a very strong and compelling story line, with the lives and struggles of the characters touch so close the realities of many people in the audience.

The acting was very good and the choice of locations was perfect.",10,
"One of Nollywood's Best Movies Thus Far

As a half-Nigerian, I'd grown up with Nollywood movies, and majority of them, with an exception to one alien-themed budget film, were terrible. From the previous decade, Nollywood movies, at least those I saw on local channels and ""Africa Magic"", are of three varieties: Wrath and fall of backstabbers... with a bit of Missionary help by the climaxes, village-themed, and comedic movies featuring the same two dwarf actors... which includes Osita Iheme. As you might realize, due to the same Nollywood formulas over and over, I really got sick of watching Nigerian movies altogether.

But then, ""October 1"", and this movie, ""93 Days"", along with trailers for older movies, surprised me, and didn't. I was surprised that Nollywood movies started to feel world-class, to the point of competing with foreign films. On the other hand, I wasn't surprised because I knew we could do it. It even showed on our music industries years back.

This movie was well-directed and written to the point that I started sympathizing with the Ebola victims being portrayed. The transition from scene to scene felt world-class and, plot-wise, well-connected and well-referenced. The acting were excellent, even typically West African, from the Liberian patient to the cab driver. I also liked the quick information, in the Washington D.C setting, that Lagos being a major travel hub could put many countries at risk with Ebola.

And, unlike the typical Nollywood classics I dreaded so much, which ended in the climax, and offering no resolutions, ""93 Days"" has a really good resolution. I won't spoil it for anyone, since it's a new movie, but I can say that you must not miss this film. Even get it on Blu-ray or DVD if you must. (Also don't miss the extra scenes, and the photos of the real people the movie portray, in the credits.)",10,
"New Pandemic that could happen again!

It's a a brilliant movie and very realistic about what really happened. It's better than the movie Contagion in my book. It really hit close to home for me. It's one of the first serious pandemic in my lifetime. I would really like to purchase this movie on DVD and I've been look in the US but to no avail. Can someone tell me how? Thanks",10,
"Absolutely Stunning

This movie is amazing. If you like the subject matter you will love this movie!",10,
I loved this,10,
"Amazing show

This show is super amazing. It has 13 episodes and i was able to finish all episodes in 2 days.

Can't wait to see Season 2.

Everyone did very well, it is hard to pick my favorite.",10,
"Good series
I'm really impressed with this series. Its captivating and entertaining.",10,
"Good series
I really like this show. All the characters are great and I enjoy watching. Hope it stay around for more seasons. Looking forward to the next season!!!",10,
"A Refreshing Nigerian Series

Such a refreshing Nigerian series to watch without the awful music playing throughout the movie. However. I don't like that Netflix just carried Season 1, got me piqued and their is no season 2 to be found.",10,
"AN EXCELLENT SERIES!!

This series had me just HOOKED within the first 20 mins. of the show! I just loved everything about it from beginning to end. Especially, the REAL-LIFE examples/reason the people needed lawyers. And, OMG! The laughter throughout this serious is non-stop.. I just hated for Season 1 to end. PLZ, BRING SEASON 2 TO US VERY SOON!! 😊 PEACE & BLESSINGS TO THE ENTIRE CAST!! 💜✨",10,
"Fantastic Series from Nigeria

I love love this series. Great scenery. Fantastic acting. Everybody was giving their A game. The jokes were natural and very relatable. It was educative as well. That case of the widow fighting her in laws was relatable and I honestly never knew the legal system in Nigeria could support her. Dakore was all woman - beautiful, fierce, smart and sexy, RMD grey foxiness was a perfect foil. Nneka oh Nneka. You lighten up my day anytime with her fiersomeness. I loved all her cares. And ode to Malik. Still waters run deep eh. Please what the heck happened to the bribery video??? Episode ended with my mouth agape. Well played Judge. Kwabena - our own playboy. Denola - got the part of the confused spoiled son to a tee. Finally redeemed himself in the last episodes.

I didnt agree with all the unorthodox hiring and firing and casual assault. but again, very relatable. Can't wait for Season 2.",10,
"Bingeworthy

Castle & Castle is a well written dramatic Nollywood series. The characters are multi-dimensional and realistic. As an American, I most enjoyed seeing the legal system in action against the backdrop of the uniqueness of Lagos. Each case offers a glimpse at the diversity within Nigerian culture. Every episode left me wanting to see MORE. I can't wait for Season 2. I am definitely a fan. Thank you, Netflix for making Castle & Castle available to us in the West.",10,
"Eagerly await season 2

I really love this show. Interesting characters, great storyline and writing.Can't wait for season 2.",10,
"Please let there be a Season 3
I truly enjoyed the accidental find! I wish I could purchase a poster from the opening title.

All of the actors were very good. I enjoyed how the show was able to explain the cultural themes without making it heavy. There is also a bit of levity that does not undermine the fact that the show is about a law firm.

It is well worth the Bing watch. Sadly it leaves Netflix 14 Dec 2021.

I truly, truly enjoy that the show portrays black Nigerian professionals at there best. Something sadly missing from American television.

I'd enjoy a season three.
",10,
"OMG How did I miss this show

I am so wrapped up in this series. Love every comedy line..Stella that's my girl right there...phenomenal actress.",10,
"VExcellent and well portrayed series about the Nigerian Legal system

Very informative about the Nigerian Legal System. It also portrays the challenges in family business and the compromises that follow.",10,
"Season 2 Please!

I watched ""Fifty Series"" and came upon Castle & Castle because of Tola face was familiar. I love this series and would love for a season 2 to come! I just hate that if left me hanging on the last episode, like a season 2 would be coming. So please give us a season 2!!",10,
"Actually Amazing
It has everything. Binge watched the entire season. Brilliant cast and has useful legal information for their target audience. Educational, suspense filled, funny and relatable characters. What more can you ask for? It literally ticks al the boxes.",10,
"Really looking forward to season 2

I'm really looking forward to season 2. I was happily surprised by the quality and depth of the stroy and characters!",10,
"I love this show!
I had a great time binge-watching the show. Can't wait for season 2.!",10,
" 10/10
A film which captured a nation's hope for better cinema
luke_corradine23 January 2013
Warning: Spoilers
Its been almost a year since this film came out and an unbiased review is certainly easier to attempt now than ever before. Whoever watches this now or in the future have to understand that the film premiered a mere week after the Dana Air disaster which saw a Douglas MD-83 plunge into Lagos killing 150. Naturally the film was bound to face severe scrutiny in its homeland. A lot of those ""vibe""s have settled and the film remains a landmark and one of a kind on its own right.

As of 2013, Nigeria is mostly producing films which are deeply rooted in a homemade video culture which is hard to grasp by the westerner. Although I personally believe this country, under the right political vision, can be made into a gold mine for film, it is more than realistic to say that all that we have, for now, is a very productive although sub-par industry which most of the times calls films, what are in fact just video productions. 

In this climate, Last Flight to Abuja stands out for its quality, film-like screen presence and ambitious non-linear narrative as well as brilliant cinematography. It is also fair to say that Omotola, Kae-Kazim and Monjaro in particular, pull out some larger-than-life performances. I might as well add that these are actors who in all fairness, belong to a better industry, and its only a shame we don't get to see them at all in bigger productions. 

Last Flight also boasts great camera work which truly sets it on a league of its own. I believe the producers truly took quality to the forefront by shipping two Arri Alexa from Los Angeles for the shoot. The script which sits at the core of the film, was considered for a BAFTA nomination, and although it failed to realise the part in the end, it nevertheless stands as tribute to the quality which was put into this production and how this was appreciated beyond Nigeria.

The film was shot in a mere 14 days which is next to nothing for a story of this scale. This certainly stops the film from building into a true epic size, which perhaps would have been needed taking into account the subject matter. Still to this day, its casualty-free ending (only affected by the loss of the film's one villain) , is going to leave more than one unsatisfied. Although with foresight, there's not knowing if a bloodier end would have ever seen the film out. Considering how close the release was to the Dana Air disaster, that would have certainly been too much an impact for anyone to watch.

My last word is for director Obi Emelonye, who grabbed, with this film, a phenomenal success, beating The Dark Knight Rises and other blockbusters, in most theatres in Nigeria and Ghana. It is difficult to put a mark on Obi's cinematic impact in his country and beyond. We will have to wait another few years for that and see how Nigeria's film industry grows from this experience. Let me underline here that Obi's true legacy is not only that of his film's artistic value but also that of having restored confidence of Nigerian audiences in their own films. 

One can only wish that other Nigerian filmmakers will build on this same ground for a much brighter Nigerian film future.",10,
"Authentic!

This movie had so many parts that were real!

People do borrow clothes and cars and pose with them, lie through their teeth to drum up business and people do learn from their mistakes and extend a helping hand.

It was a great comedy with some good lessons including- don't believe the glitter!",10,
"Refreshingly good movie

I enjoyed the layers in the plot of the movie and the honest critique of Africa's wealthy politicians & affluent families.",10,
"Crazy,Lovely,Cool

My favorite Nigerian actress Adesua Etomi-wellington brought me to this tv series and I was not disappointed, it was a pleasant surprise to see good acting, really good writing on top of seeing her, all main characters had substance and were not over the top cliché characters, each episode could stand on it's own with plot twists and reveals, if anybody is looking for a good binge watch you couldn't go wrong with this Nigerian gem",10,
"An Absolute fantastic storyline

This show is not it all what I thought it was going to be. It is 10 times better. The different issues by each of the students and how they collectively group together to work them out, excellent and very positive. I am hoping for a season two",10,
"where is season 2

I just watched season 1 and I really enjoyed it. Please do a season 2",10,
"excellent coming of age story.

I loved loved this show. I binged it and HOPE there is another season. I work in higher ed and the students depicted are true to form Great combination of comedy and drama. Wisdom made me laugh so hard. He was excellent. the blend of the story lines were great.",10,
"A perfect story!

Amazingly realistic. It depicts the life and story of young Nigerian men living in Lagos.",10,
"Amazing

The storyline is quiet interesting, the actors are amazing and it wasn't as predictable as I thought it would.. Picture quality is awesome, Molly wood has really grown.",10,
"This movie will englighten you

As a Nigerian I know we have three major tribes: Hausa, Igbo and Yoruba. However, you don't hear the mention of Hausa in places like America. This is so sad because the Hausa tribe is the largest tribe in land mass and population in Nigeria. It's as if apart from the presidency, they have nothing left to offer, like they are meaningless to the country. Hausa's are termed the poorest-illiterates in the country. You hardly see or hear them in entertainment so the world isn't aware they even exist. This movie just resurfaced them, the music especially during the festival, was amazing I had to use Shazam, I wish they will make more movies like this. The Hausa tribe needs to be heard!",10,
"the best Nigerian Movie in decades

Honestly, this movie brought back great memories and gave me deep thoughts. This is the best movie out of Nigeria in more than a decade. This compares to old Nigerian movie classics. Kudos to Banky W, this man is pure class. I do not watch Nigerian movies because of the ""garbage"" most churn out, but this move right here deserves an Oscar.

Absolute 10/10",10,
"Let me quickly drop my thoughts

This movie relates to the current situation of most Nigerian youths, it doesn't matter how you make your money Just be successful that's all. Nice delivery from Gabriel, definitely one of our best actors! #Mustwatch for all Nollywood fans",10,
"my number one nigeria sci fi best movie
I love the movie, it falls into my favorite type which i am satisfy off, looking forward for nigeria to bring more to screen.

And my advice for us Nigerian is to support this movie to encourage them to bring and produce more better movies of our choice for us to watch.",10,
"Better than days of our live

Well written, acted, directed. Awesome soap opera about big boys in Nigeria. This is among my favorite series or productions out of Nigeria. Well done and enjoy!",10,
"A Must See - Sons of the Caliphate

I watched Season 1 and 2 on Netflix in the USA. This TV series is excellent. It has everything a viewer could want from Suspense to Romance to Action. Love the actors, script, storyline, culture and location. The characters all have strong, multi-dimensional personalities regardless of gender. I'm hooked on this show and am looking for Season 3 which has not posted to Netflix yet. Hopefully I can find it elsewhere. If you are a Black Panther movie fan, you will probably enjoy this series as well. It is filled with villians and good guys, unexpected twists and ah hah moments. Would highly recommend.",10,
"This show should have 5 seasons!!!!

This show was so interesting and entertaining. If the real Caliphate has a problem with it. Change or abbreviate the name, abeg. Great cast!!! Great writing!!! Great visuals. :)",10,
"Captivating

Zainab was captivating in her role as Sylvia. It left me hoping for a sequel. Throughout the twist and turns of the movie I could not help but be glued to the tv. I found myself pulling for Sylvia. Her seductiveness and witty demeanor was only surpassed by her outstanding acting skills.",10,
"Awesome

The first time I saw this movie I was blown away. I don't want to sound crazy but I try to study things of this world. I don't want to spoil it for those who haven't seen it, especially if they are truly into deities like I am. I hope to see a second installment with the same characters and a darker plot.",10,
"My own understanding

The storyline is interesting and I loved everything about the movie 🔥🔥",10,
"Amazing movie

It was a wow movie, from the cast to the storyline.. it was flowing, it gave all the emotions high and low.. such a beautifully written movie. Worth every cent..",10,
"Entertaining Fashionable & Educational!!!

Loved It All! Awesome Actresses! Entertaining Fashionable & Educational!!! These writers and directors were so on point. I started watching this a while ago, but stopped within the 1st few mins. I completely forgot to go back. I'm soooo glad I backtracked. This series had me begging for more. I'm a major fan of these women and men now. More, Please!",10,
"One of the best in African drama series

The talent, top notch , such quality acting from those ladies, hands down perfect.and the script was informative and well executed.

Keep it up Nollywood you're on the right track.",10,
"Original

I am impressed. And I am rarely with 9ja movies/series. But am here at 1am watching this. It connects the dots. Kudos to the effort. Arese kudos. Dealing with money is a rarely discussed topic yet everyone blames income. This addresses expenses and management principles. At the heartbeat of it is transparency with self and those one can hold accountable.",10,
"excellent Performances~

Well done! The performances by the entire cast was good, especially the actress who plays the mother along with the male and female lead. Would definitely watch more stories like this. The only thing I disagree with is the title. Since she was not the true villian, black rose does not seem like an apt title.",10,
"Level Up!

Nollywood movies are getting up where we want it. I loved the acting, storyline & casting line-up of this movie. Its a good romcom in a Naija way!

Nice acting y' all. . .",10,
"Very inspirant
I appreciate the story and all the intrigue. Sometimes i found angry but the end is beautiful. We have to decide for our life, nobody will do it for us.

The bosses loves only our hand and brain to help them succeed. But they aneliate us if we don't take care.

I appreciate the dresses of the actor principal. She is beautifull with her braids - natural is better.",10,
"
This is the nollywood evolution

This is arguably my best Nigeria movie for year 2019. I cannot find any misplaced in this movie, perfectly executed, simple and so informative about our society n thought provoking on career part for our children",10,
"so cool

This was so chilled. this movie was fun and enjoyable from the start. I've found no flaws to it, maybe the introduction is a little corny, but thats just taste. this movie was light but meaningful. highly recommended!",10,
"A very good movie with a good lesson!

This is movie is about a coming of age comedy/drama about a young boy who wants to fix things with his hands rather sit behind a cubicle. In a broader sense, I think this is just celebrating how things are done in Africa, and how kids learn to be humble.

I was really supprise by the cinimatography, story, and acting. I used to watch a lot movies from Nigeria but soon realize that the quality sometimes just isn't there for me but this movie just reminded that I need to explore more.",10,
"A much needed mascarade

This is not just another naija silly film. It's still silly and Nigerian, but in a witty, essentially thought-provoking way. It's a statement. An indepth look into physical vs spiritual balance, which we're all seeking today. A fable with humble esthetics.",10,
"Nigerian New Wave!

Thoroughly enjoyed the film! It was authentic, honest, absurdist, comical & inquisitive in all right ways.

I truly feel like this film was tailor made for me. I'm just realizing that this is the first/only movie that's actually told from MY perspective. I'm the target audience for this film!

And I'm looking forward to Abba's next feature!",10,
"i enjoyed the movie, and its overall message, that was frankly superimposed at all times. but the movie had a positive and optimistic message, so i found story development and everything to be appropriate.",10,
"These people deserve a whole fucking lot of credit for this movie. The writing is eh. Performances are eh. But so, so hard, and they did it. You have to appreciate that. ",10,
Great movie. It's a good watch. it was thoughtful and not a lot of forceful acting. It was good,10,
It is a well directed and produced movie with a very sensitive theme. The story is well told and brought to life with an amazing cast.,10,
It almost accurately portrayed the abuses a lot female students face in Nigerian universities and west Africa at large,10,
"Excellent Film

We have become so accustomed to one way of directing/producing a film. I believe that a film has to be reviewed based on it's own merit, not some made up standard.

This was a great film. A very simple storyline that provides a glimpse into the past to two boys (with many unknowns).. then the twists and turns that surround their reunion as grown men.

I especially enjoyed that many vague points or events where many viewer made assumptions that were clarified at the end. That, in itself, was very creative. As well, we have a credible view into another culture.

Well done! So different from anything I've ever scene.",10,
"Terrific film!

I had the pleasure of seeing August the First at SXSW this week. Of the 20 plus films I've seen at the festival, this has been the best. I'm still emotional about it.

This is an intense, heartbreaking family drama with an excellent script and stellar acting performances. But there's nothing over-the-top or exaggerated. Tunde's graduation party becomes the scene of a reunion, unwanted by all but Tunde, with a father who had abandoned his family 10 years earlier, moved to Nigeria, and started a new family there.

I really got to know these characters. I was particularly impressed with Joy Merriweather as Tunde's mother Rhonda, drinking to try to alleviate her pain and resentment, and by Kerisse Hutchinson as Simisola, the daughter who can't forget. Oh, and by Sean Phillips as big brother Ade and Ian Alsup as the idealistic Tunde. Oh, and by Dennis Rubin Green as the father, and by everyone else as well.

I really hope this makes it to general release and DVD.",10,
"Great Tale

This is a premium movie anytime. Tells the tales of our society decay . So sad ! So true!",10,
"Beautiful, Captivating, Powerful, Raw

This movie captured the troubles faced by the average Gen Z Nigerian kid. It did not gloss over anything. It left you angry and annoyed at some places. It left you triggered which I think was the point. To force the viewer to live the reality of the characters. I'm happy this story got told.",10,
"Amazing movie

This movie captured the troubles faced by the average Gen Z Nigerian kid. It did not gloss over anything. It left you sad and annoyed at some places. It left you triggered which I think was the point. To force the viewer to live the reality of the characters. I'm happy this story got told.",10,
"Breathtakingly nice movie!

I was browsing Netflix one night trying to find a movie or TV show connected to London, as I haven't been there in quite a while and started to miss the streets and urban atmosphere. This came up during the search. At first I was a bit skeptical, as I wasn't exposed to Nigerian cinema before. However, by the end of the movie (brilliantly done by the way), I realised that I witnessed an audio-visual masterpiece. Highly recommend!",10,
"This story is no fiction. The doctor who saved her country (and probably the world) from a deadly outbreak of Ebola has died from it. This very moving movie retraces what happened in Lagos in July 2014 with force and simplicity. The actors are convincing, true... It's sad, obviously, but also enriching with hope.",10,
"This film is done at a slow, steady, believable pace. I was completely drawn into the story and connected with all the actors as if I knew them. It is a horrible story of an Ebola attack in Nigeria. I cried the whole way through the second half because it is just that devastating. I will never understand how anywhere on this planet could be lacking a full equipped hospital with air condition running water, and all the things an emergency - infectious disease facility should have in 2014 - including individual quarantine areas for the afflicted. I honestly believe those who did die might have been saved had there been more resources. It is a must watch because this film really puts things into perspective for those of us who love to complain here in the USA. Lastly, it is a story of courage, sticking together, support & love between human beings - friends strangers co-workers and family. It is all of this that makes this one incredible true story. I am so sorry this happened. I just wish I knew where this deadly virus came from.

",10,
This was an excellent movie. I would recommend it to anyone!,10,
"Very Touching, Very good, Very recommended",10,
Very great movie.....it stimulates thoughts. There shouldn't be racial discrimination.,10,
Phenomenal!! Proud of this Nollywood Production!!,10,
A great inspirational movie. A great family movie to watch with older kids.,10,
"""the greatest inspirational movie I have seen so far. impresively directed and excellent performances""",10,
This movie really touched my heart in regards to God's AMAZING GRACE! A MUST SEE!!!,10,
The story starts a bit slow but stick with it. Very good story.,10,
I love old movies like this,10,
"Beautiful movie depicting historic events in Benin kingdom

This movie was very educational and interesting to watch. I am still in shock it was done in 2014. The acting and directing was superb. Some reviews that heavily criticised this work seem racist and angry the white men were portrayed as wicked people.

Kudos to the cast and crew.",10,
"A must watch
Beautiful romance movie. I just decided to try it when saw it on Netflix and there was nothing to regret. The songs chosen were really good.",10,
"Amazing and Crazy Hilarious
This is the most hilarious movie I have come across this year. And it even uses something I have never seen in a movie before, the use of hilarious quotes. The acting, story, cinematography and directing are all on point. Super impressed.",10,
"Very Different!

This is not your everyday movie. The star actors really deserve awards for their roles. I loved every minute of it. Please watch!",10,
"Pleasant Surprise! Great Acting!!

Don't understand the low rating for this film at all. I happened upon this great movie by accident and I'm so glad I did. Usually when you see movies from Africa her in America is in the jungle and all of that stereotypical shows. But anyone with a pea size brain should realize that there is so much more to the motherland than what America wants us to see. Movies like this is one of them. It depicts Africans and Africans acting in films like any other movie with a great plot. Watch this and see another side of Africa that is sorely needed here in America. The storyline had me on edge and I could NOT figure out the ended. It was fantastic!!! You will not be disappointed. The have. Chris Attoch who is affectionally known as the The Denzel Washington in many places in Africa in the film and he's great even with a small role. Adeusa Etomi and Uzor Arukwe give stella performances as the films main characters.",10,
"Lovvveeeee

So relatable! Sad there is only one season. Stayed up til 2am watching this show!",10,
"Petition for a second season
❤❤❤❤❤ really loved this show i wish we can have a second season loved it😙😙😙",10,
